,item_nbr,family,class,perishable
2533,1463609,BEVERAGES,1190,0
2534,1463610,BEVERAGES,1190,0
2535,1463611,BEVERAGES,1190,0
2536,1463619,BEVERAGES,1114,0
2537,1463620,BEVERAGES,1114,0
2538,1463621,BEVERAGES,1114,0
2539,1463625,BEVERAGES,1118,0
2540,1463626,BEVERAGES,1118,0
2541,1463632,BEVERAGES,1148,0
2542,1463637,BEVERAGES,1148,0
2543,1463693,BEVERAGES,1190,0
2544,1463707,BEVERAGES,1116,0
2545,1463765,BEVERAGES,1190,0
2546,1463767,BEVERAGES,1114,0
2547,1463769,BEVERAGES,1114,0
2548,1463770,BEVERAGES,1114,0
2549,1463771,BEVERAGES,1114,0
2550,1463772,BEVERAGES,1114,0
2551,1463773,BEVERAGES,1114,0
2552,1463783,BEVERAGES,1114,0
2553,1463784,BEVERAGES,1114,0
2554,1463786,BEVERAGES,1116,0
2555,1463787,BEVERAGES,1116,0
2556,1463788,BEVERAGES,1116,0
2557,1463789,BEVERAGES,1116,0
2558,1463790,BEVERAGES,1116,0
2559,1463791,BEVERAGES,1116,0
2560,1463797,BEVERAGES,1118,0
2561,1463798,BEVERAGES,1118,0
2562,1463799,BEVERAGES,1118,0
2563,1463800,BEVERAGES,1118,0
2564,1463801,BEVERAGES,1118,0
2565,1463805,BEVERAGES,1146,0
2566,1463806,BEVERAGES,1146,0
2567,1463807,BEVERAGES,1146,0
2568,1463808,BEVERAGES,1146,0
2569,1463810,BEVERAGES,1148,0
2570,1463812,BEVERAGES,1148,0
2571,1463814,BEVERAGES,1148,0
2572,1463819,BEVERAGES,1148,0
2573,1463820,BEVERAGES,1148,0
2574,1463823,BEVERAGES,1148,0
2575,1463825,BEVERAGES,1148,0
2576,1463851,BEVERAGES,1118,0
2577,1463852,BEVERAGES,1118,0
2578,1463855,BEVERAGES,1148,0
2579,1463857,BEVERAGES,1148,0
2580,1463859,BEVERAGES,1148,0
2581,1463860,BEVERAGES,1148,0
2582,1463862,BEVERAGES,1148,0
2583,1463864,BEVERAGES,1148,0
2584,1463865,BEVERAGES,1148,0
2585,1463866,BEVERAGES,1148,0
2586,1463867,BEVERAGES,1148,0
2587,1463881,BEVERAGES,1144,0
2588,1463882,BEVERAGES,1144,0
2589,1463883,BEVERAGES,1144,0
2590,1463885,BEVERAGES,1144,0
2591,1463886,BEVERAGES,1144,0
2592,1463887,BEVERAGES,1144,0
2593,1463888,BEVERAGES,1144,0
2594,1463896,BEVERAGES,1144,0
2595,1463897,BEVERAGES,1144,0
2596,1463898,BEVERAGES,1144,0
2597,1463899,BEVERAGES,1144,0
2598,1463900,BEVERAGES,1144,0
2599,1463914,BEVERAGES,1114,0
2600,1463934,BEVERAGES,1116,0
2601,1463935,BEVERAGES,1116,0
2602,1463936,BEVERAGES,1116,0
2603,1463992,BEVERAGES,1144,0
2604,1463993,BEVERAGES,1144,0
2605,1463994,BEVERAGES,1144,0
2606,1463995,BEVERAGES,1148,0
2607,1463998,BEVERAGES,1148,0
2608,1464002,BEVERAGES,1148,0
2609,1464005,BEVERAGES,1148,0
2610,1464008,BEVERAGES,1148,0
2611,1464010,BEVERAGES,1148,0
2612,1464025,BEVERAGES,1148,0
2613,1464027,BEVERAGES,1148,0
2615,1464029,BEVERAGES,1148,0
2617,1464034,BEVERAGES,1148,0
2619,1464038,BEVERAGES,1148,0
2620,1464039,BEVERAGES,1116,0
2621,1464041,BEVERAGES,1144,0
2622,1464042,BEVERAGES,1144,0
2623,1464043,BEVERAGES,1144,0
2624,1464045,BEVERAGES,1114,0
2625,1464063,BEVERAGES,1190,0
2626,1464065,BEVERAGES,1190,0
2627,1464066,BEVERAGES,1190,0
2628,1464070,BEVERAGES,1190,0
2629,1464071,BEVERAGES,1190,0
2630,1464072,BEVERAGES,1190,0
2631,1464073,BEVERAGES,1190,0
2632,1464074,BEVERAGES,1190,0
2633,1464076,BEVERAGES,1190,0
2634,1464077,BEVERAGES,1190,0
2635,1464079,BEVERAGES,1190,0
2636,1464081,BEVERAGES,1190,0
2637,1464082,BEVERAGES,1190,0
2638,1464086,BEVERAGES,1144,0
2639,1464087,BEVERAGES,1144,0
2640,1464088,BEVERAGES,1144,0
2641,1464090,BEVERAGES,1144,0
2642,1464091,BEVERAGES,1148,0
2643,1464092,BEVERAGES,1148,0
2644,1464093,BEVERAGES,1148,0
2645,1464094,BEVERAGES,1148,0
2646,1464095,BEVERAGES,1148,0
2647,1464097,BEVERAGES,1148,0
2648,1464099,BEVERAGES,1148,0
2651,1464137,BEVERAGES,1190,0
2652,1464153,BEVERAGES,1190,0
2653,1464177,BEVERAGES,1190,0
2654,1464186,BEVERAGES,1190,0
2655,1464188,BEVERAGES,1190,0
2656,1464192,BEVERAGES,1190,0
2660,1464201,BEVERAGES,1190,0
2662,1464207,BEVERAGES,1114,0
2663,1464208,BEVERAGES,1114,0
2664,1464209,BEVERAGES,1114,0
2665,1464210,BEVERAGES,1114,0
2666,1464217,BEVERAGES,1116,0
2667,1464218,BEVERAGES,1116,0
2668,1464237,BEVERAGES,1144,0
2670,1464239,BEVERAGES,1144,0
2671,1464240,BEVERAGES,1144,0
2673,1464246,BEVERAGES,1148,0
2674,1464256,BEVERAGES,1114,0
2675,1464257,BEVERAGES,1114,0
2676,1464258,BEVERAGES,1114,0
2677,1464302,BEVERAGES,1115,0
2678,1464309,BEVERAGES,1115,0
2679,1464312,BEVERAGES,1114,0
2682,1464907,BEVERAGES,1144,0
2683,1464910,BEVERAGES,1148,0
2684,1464919,BEVERAGES,1148,0
2685,1464941,BEVERAGES,1148,0
2686,1465130,BEVERAGES,1144,0
2687,1465644,LINGERIE,7016,0
2688,1466039,BEVERAGES,1114,0
2689,1466047,BEVERAGES,1114,0
2690,1466049,BEVERAGES,1114,0
2691,1466077,BEVERAGES,1118,0
2692,1466281,DAIRY,2108,1
2693,1466286,PREPARED FOODS,2966,1
2694,1466288,DAIRY,2162,1
2695,1466819,CLEANING,3018,0
2696,1466826,GROCERY I,1048,0
2697,1466827,GROCERY I,1048,0
2698,1466830,HOME CARE,3106,0
2699,1466832,HOME CARE,3106,0
2700,1466833,HOME CARE,3106,0
2701,1466835,HOME CARE,3106,0
2702,1466836,HOME CARE,3106,0
2703,1467082,PREPARED FOODS,2970,1
2706,1471143,GROCERY I,1092,0
2707,1471460,DAIRY,2128,1
2708,1471461,DAIRY,2128,1
2709,1471462,DAIRY,2174,1
2710,1471722,PET SUPPLIES,6516,0
2711,1471903,PET SUPPLIES,6516,0
2712,1471911,PET SUPPLIES,6516,0
2713,1471912,PET SUPPLIES,6516,0
2714,1471913,PET SUPPLIES,6516,0
2715,1471916,PET SUPPLIES,6516,0
2716,1471956,BEAUTY,4252,0
2717,1472433,GROCERY I,1074,0
2718,1472451,PERSONAL CARE,4126,0
2719,1472453,PERSONAL CARE,4126,0
2720,1472479,PET SUPPLIES,6517,0
2721,1472484,PET SUPPLIES,6517,0
2722,1472485,PET SUPPLIES,6517,0
2723,1472487,PET SUPPLIES,6517,0
2724,1472489,PET SUPPLIES,6517,0
2725,1473393,PRODUCE,2006,1
2726,1473394,PRODUCE,2006,1
2727,1473396,PRODUCE,2028,1
2728,1473401,PRODUCE,2008,1
2729,1473402,PRODUCE,2008,1
2730,1473403,PRODUCE,2010,1
2731,1473404,PRODUCE,2006,1
2732,1473405,PRODUCE,2006,1
2733,1473406,PRODUCE,2006,1
2734,1473409,PRODUCE,2028,1
2735,1473410,PRODUCE,2028,1
2736,1473411,PRODUCE,2028,1
2737,1473412,PRODUCE,2032,1
2738,1473413,PRODUCE,2032,1
2739,1473414,PRODUCE,2032,1
2740,1473415,PRODUCE,2032,1
2741,1473425,PRODUCE,2034,1
2742,1473427,PRODUCE,2010,1
2743,1473428,PRODUCE,2012,1
2744,1473474,PRODUCE,2014,1
2745,1473475,PRODUCE,2014,1
2746,1473476,PRODUCE,2004,1
2747,1473477,PRODUCE,2006,1
2748,1473478,PRODUCE,2012,1
2749,1473479,PRODUCE,2012,1
2750,1473480,PRODUCE,2014,1
2751,1473481,PRODUCE,2028,1
2752,1473482,PRODUCE,2034,1
2753,1473483,PRODUCE,2016,1
2754,1473484,PRODUCE,2016,1
2755,1473485,PRODUCE,2016,1
2756,1473486,PRODUCE,2016,1
2757,1473487,PRODUCE,2002,1
2758,1473488,PRODUCE,2006,1
2759,1473489,PRODUCE,2006,1
2762,1473509,PRODUCE,2016,1
2763,1473511,PRODUCE,2020,1
2764,1473513,PRODUCE,2034,1
2765,1489660,PRODUCE,2004,1
2766,1489662,PRODUCE,2006,1
2767,1489691,PRODUCE,2016,1
2768,1489694,PRODUCE,2008,1
2769,1489741,PRODUCE,2010,1
2770,1489833,PRODUCE,2016,1
2772,1489836,PRODUCE,2016,1
2774,1489838,PRODUCE,2016,1
2775,1489850,PRODUCE,2028,1
2776,1489853,PRODUCE,2006,1
2777,1489868,PRODUCE,2018,1
2778,1489869,PRODUCE,2018,1
2779,1489870,PRODUCE,2018,1
2780,1489871,PRODUCE,2018,1
2781,1489872,PRODUCE,2018,1
2782,1489873,PRODUCE,2018,1
2783,1489879,PRODUCE,2018,1
2784,1489880,PRODUCE,2018,1
2785,1489881,PRODUCE,2018,1
2786,1489882,PRODUCE,2018,1
2787,1489886,PRODUCE,2018,1
2788,1489890,PRODUCE,2020,1
2789,1489895,PRODUCE,2028,1
2790,1489897,PRODUCE,2028,1
2791,1489899,PRODUCE,2028,1
2792,1489900,PRODUCE,2032,1
2793,1489908,PRODUCE,2022,1
2795,1492315,PRODUCE,2034,1
2796,1501508,PRODUCE,2012,1
2797,1501520,PRODUCE,2002,1
2799,1501524,PRODUCE,2004,1
2800,1501525,PRODUCE,2004,1
2801,1501536,PRODUCE,2004,1
2802,1501541,PRODUCE,2006,1
2803,1501544,PRODUCE,2006,1
2804,1501547,PRODUCE,2008,1
2805,1501559,PRODUCE,2012,1
2806,1501570,PRODUCE,2014,1
2807,1501579,PRODUCE,2034,1
2808,1501581,PRODUCE,2034,1
2809,1502383,PRODUCE,2018,1
2810,1502391,PRODUCE,2006,1
2811,1502392,PRODUCE,2012,1
2813,1503823,PRODUCE,2008,1
2814,1503844,PRODUCE,2022,1
2815,1503847,PRODUCE,2022,1
2816,1503854,PRODUCE,2002,1
2817,1503855,PRODUCE,2004,1
2818,1503891,PRODUCE,2012,1
2819,1503899,PRODUCE,2028,1
2820,1507720,PRODUCE,2028,1
2821,1532032,PLAYERS AND ELECTRONICS,5446,0
2822,1532033,PLAYERS AND ELECTRONICS,5446,0
2823,1532035,PLAYERS AND ELECTRONICS,5446,0
2824,1533184,PRODUCE,2020,1
2825,1533338,CELEBRATION,5322,0
2826,1533357,CELEBRATION,5322,0
2827,1533358,CELEBRATION,5322,0
2828,1533364,CELEBRATION,5322,0
2829,1533365,CELEBRATION,5322,0
2830,1550461,PRODUCE,2014,1
2831,1575223,PLAYERS AND ELECTRONICS,5446,0
2832,1575231,PLAYERS AND ELECTRONICS,5446,0
2833,1575235,PLAYERS AND ELECTRONICS,5446,0
2834,1575237,PLAYERS AND ELECTRONICS,5446,0
2835,1575239,PLAYERS AND ELECTRONICS,5446,0
2836,1575240,PLAYERS AND ELECTRONICS,5446,0
2837,1575245,PLAYERS AND ELECTRONICS,5446,0
2838,1575246,PLAYERS AND ELECTRONICS,5446,0
2839,1575249,PLAYERS AND ELECTRONICS,5446,0
2840,1575252,PLAYERS AND ELECTRONICS,5446,0
2841,1576262,CELEBRATION,5324,0
2842,1576263,CELEBRATION,5324,0
2843,1576265,CELEBRATION,5324,0
2844,1576285,CELEBRATION,5324,0
2853,1576322,CELEBRATION,5324,0
2854,1576323,CELEBRATION,5324,0
2855,1576324,CELEBRATION,5324,0
2856,1576325,CELEBRATION,5324,0
2857,1576326,CELEBRATION,5324,0
2858,1576327,CELEBRATION,5324,0
2859,1576328,CELEBRATION,5324,0
2860,1576329,CELEBRATION,5324,0
2861,1576330,CELEBRATION,5324,0
2862,1576332,CELEBRATION,5324,0
2863,1576589,PRODUCE,2008,1
2864,1579069,PRODUCE,2018,1
2865,1579070,PRODUCE,2030,1
2866,1579081,PRODUCE,2030,1
2867,1579082,PRODUCE,2030,1
2868,1583407,SCHOOL AND OFFICE SUPPLIES,6404,0
2869,1583522,SCHOOL AND OFFICE SUPPLIES,6448,0
2872,1583544,SCHOOL AND OFFICE SUPPLIES,6448,0
2873,1584293,LADIESWEAR,7780,0
2874,1584295,LADIESWEAR,7780,0
2875,1584297,LADIESWEAR,7780,0
2876,1584298,LADIESWEAR,7780,0
2877,1584300,LADIESWEAR,7780,0
2878,1584301,LADIESWEAR,7780,0
2879,1584303,LADIESWEAR,7780,0
2880,1584305,LADIESWEAR,7780,0
2881,1584307,LADIESWEAR,7780,0
2882,1584309,LADIESWEAR,7780,0
2883,1584344,LADIESWEAR,7780,0
2884,1584348,LADIESWEAR,7780,0
2885,1584353,LADIESWEAR,7780,0
2886,1584358,LADIESWEAR,7780,0
2887,1584363,LADIESWEAR,7780,0
2888,1584365,LADIESWEAR,7780,0
2889,1584369,LADIESWEAR,7780,0
2890,1584374,LADIESWEAR,7780,0
2891,1584379,LADIESWEAR,7780,0
2892,1584390,LADIESWEAR,7780,0
2893,1584399,LADIESWEAR,7780,0
2894,1584574,PRODUCE,2016,1
2895,1584575,PRODUCE,2016,1
2896,1584576,PRODUCE,2016,1
2897,1585782,PRODUCE,2016,1
2898,1588319,PRODUCE,2026,1
2899,1609719,PRODUCE,2002,1
2900,1609724,PRODUCE,2002,1
2901,1609729,PRODUCE,2028,1
2903,1609836,PRODUCE,2032,1
2904,1621528,PRODUCE,2018,1
2905,1621529,PRODUCE,2018,1
2906,1625605,PRODUCE,2012,1
2908,1642397,PRODUCE,2028,1
2909,1642398,PRODUCE,2028,1
2910,1642399,PRODUCE,2028,1
2911,1642400,PRODUCE,2028,1
2912,1642401,PRODUCE,2028,1
2913,1642664,PRODUCE,2010,1
2914,1658994,PRODUCE,2014,1
2915,1660186,PRODUCE,2006,1
2916,1660188,PRODUCE,2006,1
2917,1660191,PRODUCE,2006,1
2918,1660193,PRODUCE,2006,1
2919,1660194,PRODUCE,2006,1
2920,1660239,PRODUCE,2014,1
2921,1660260,PRODUCE,2028,1
2922,1660261,PRODUCE,2028,1
2923,1660271,PRODUCE,2018,1
2924,1660272,PRODUCE,2018,1
2925,1662320,PRODUCE,2032,1
2927,1672581,PRODUCE,2032,1
2929,1673295,PRODUCE,2016,1
2930,1673297,PRODUCE,2018,1
2934,1686644,PRODUCE,2020,1
2935,1686650,PRODUCE,2020,1
2936,1686652,PRODUCE,2020,1
2937,1686656,PRODUCE,2020,1
2938,1686663,PRODUCE,2020,1
2939,1686664,PRODUCE,2020,1
2940,1686665,PRODUCE,2020,1
2942,1686685,PRODUCE,2034,1
2944,1689920,PRODUCE,2008,1
2945,1689921,PRODUCE,2008,1
2946,1689929,PRODUCE,2006,1
2947,1693644,PRODUCE,2028,1
2948,1693645,PRODUCE,2028,1
2949,1693647,PRODUCE,2028,1
2950,1693648,PRODUCE,2030,1
2953,1693656,PRODUCE,2018,1
2954,1693657,PRODUCE,2018,1
2955,1695813,PREPARED FOODS,2954,1
2956,1695815,PRODUCE,2016,1
2957,1695816,PRODUCE,2016,1
2958,1695820,PRODUCE,2016,1
2959,1695823,PRODUCE,2002,1
2960,1695825,PRODUCE,2002,1
2961,1695828,PRODUCE,2004,1
2962,1695830,PRODUCE,2004,1
2963,1695831,PRODUCE,2004,1
2964,1695835,PRODUCE,2004,1
2965,1695836,PRODUCE,2004,1
2966,1695837,PRODUCE,2004,1
2967,1695840,PRODUCE,2006,1
2968,1695841,PRODUCE,2006,1
2969,1695844,PRODUCE,2006,1
2970,1695845,PRODUCE,2006,1
2971,1695846,PRODUCE,2006,1
2975,1695865,PRODUCE,2008,1
2976,1695872,PRODUCE,2008,1
2977,1695873,PRODUCE,2008,1
2978,1695874,PRODUCE,2008,1
2979,1695875,PRODUCE,2008,1
2981,1695882,PRODUCE,2008,1
2982,1695886,PRODUCE,2008,1
2983,1695887,PRODUCE,2008,1
2984,1695888,PRODUCE,2008,1
2985,1695900,PRODUCE,2008,1
2987,1695904,PRODUCE,2008,1
2988,1695905,PRODUCE,2008,1
2989,1695907,PRODUCE,2008,1
2991,1695925,PRODUCE,2008,1
2992,1695931,PRODUCE,2008,1
2993,1695932,PRODUCE,2008,1
2994,1695935,PRODUCE,2008,1
2995,1695936,PRODUCE,2008,1
2996,1695940,PRODUCE,2010,1
2997,1695950,PRODUCE,2010,1
3000,1695961,PRODUCE,2012,1
3001,1695964,PRODUCE,2012,1
3002,1695965,PRODUCE,2012,1
3003,1695966,PRODUCE,2012,1
3004,1695971,PRODUCE,2014,1
3006,1695978,PRODUCE,2016,1
3009,1695984,PRODUCE,2016,1
3010,1695989,PRODUCE,2016,1
3011,1695991,PRODUCE,2016,1
3012,1695994,PRODUCE,2018,1
3015,1696003,PRODUCE,2022,1
3016,1696007,PRODUCE,2022,1
3021,1696020,PRODUCE,2026,1
3022,1696021,PRODUCE,2026,1
3023,1696022,PRODUCE,2026,1
3024,1696023,PRODUCE,2026,1
3027,1696029,PRODUCE,2028,1
3029,1696038,PRODUCE,2030,1
3031,1696041,PRODUCE,2030,1
3033,1696044,PRODUCE,2030,1
3034,1696046,PRODUCE,2032,1
3037,1696052,PRODUCE,2032,1
3038,1707160,PRODUCE,2006,1
3039,1709252,PRODUCE,2018,1
3040,1711747,PRODUCE,2018,1
3041,1717057,PRODUCE,2018,1
3042,1717134,CELEBRATION,5308,0
3043,1717181,PRODUCE,2020,1
3046,1717640,PRODUCE,2006,1
3047,1717663,PRODUCE,2006,1
3048,1718310,PRODUCE,2018,1
3049,1718319,PRODUCE,2032,1
3050,1719236,PRODUCE,2028,1
3051,1719504,PRODUCE,2002,1
3052,1726000,PRODUCE,2006,1
3053,1726002,PRODUCE,2006,1
3055,1726956,PRODUCE,2008,1
3057,1741423,PRODUCE,2014,1
3058,1751174,PRODUCE,2008,1
3059,1751175,PRODUCE,2008,1
3060,1751176,PRODUCE,2008,1
3061,1765164,CELEBRATION,5325,0
3062,1898959,BEVERAGES,1126,0
3063,1898960,BEVERAGES,1126,0
3064,1898961,BEVERAGES,1126,0
3065,1898998,GROCERY I,1028,0
3067,1900715,PERSONAL CARE,4126,0
3068,1903391,HARDWARE,6706,0
3069,1903428,AUTOMOTIVE,6808,0
3070,1903432,AUTOMOTIVE,6808,0
3071,1903500,MEATS,2302,1
3074,1904678,BEVERAGES,1138,0
3075,1905638,GROCERY I,1028,0
3077,1905800,PERSONAL CARE,4138,0
3078,1906099,PRODUCE,2020,1
3079,1906100,PRODUCE,2020,1
3080,1906821,GROCERY I,1086,0
3081,1908028,PRODUCE,2018,1
3082,1908340,HOME CARE,3110,0
3083,1909408,CLEANING,3038,0
3084,1909409,CLEANING,3038,0
3085,1909411,HOME CARE,3106,0
3087,1909453,HOME AND KITCHEN II,6392,0
3088,1909482,HOME AND KITCHEN II,6392,0
3089,1909483,HOME AND KITCHEN II,6392,0
3090,1909699,GROCERY I,1088,0
3091,1909708,GROCERY I,1044,0
3092,1909724,HOME AND KITCHEN I,6230,0
3093,1909729,HOME AND KITCHEN II,6392,0
3094,1909748,HOME AND KITCHEN I,6222,0
3095,1909752,BEVERAGES,1144,0
3096,1909754,HOME AND KITCHEN II,6392,0
3097,1909755,HOME AND KITCHEN II,6392,0
3099,1909901,HOME AND KITCHEN II,6393,0
3101,1910611,DAIRY,2174,1
3102,1911102,GROCERY I,1074,0
3103,1911336,BEAUTY,4210,0
3104,1912671,GROCERY I,1062,0
3105,1913055,PERSONAL CARE,4126,0
3106,1913230,CLEANING,3020,0
3107,1913236,BEVERAGES,1122,0
3108,1913257,CLEANING,3032,0
3109,1913258,CLEANING,3032,0
3110,1913462,PRODUCE,2018,1
3111,1913463,PRODUCE,2032,1
3112,1913464,PRODUCE,2032,1
3113,1913595,PERSONAL CARE,4118,0
3114,1913596,PERSONAL CARE,4118,0
3115,1913599,PERSONAL CARE,4118,0
3116,1913600,PERSONAL CARE,4118,0
3117,1913604,PERSONAL CARE,4118,0
3118,1913813,GROCERY I,1024,0
3119,1914276,GROCERY I,1060,0
3120,1914277,BEVERAGES,1136,0
3121,1914278,BEVERAGES,1136,0
3122,1914279,BEVERAGES,1136,0
3123,1914280,BEVERAGES,1136,0
3124,1914367,GROCERY I,1092,0
3125,1914503,HOME CARE,3102,0
3126,1914782,DAIRY,2102,1
3127,1914786,BEVERAGES,1120,0
3128,1915000,PERSONAL CARE,4122,0
3129,1915036,HOME CARE,3108,0
3130,1915102,GROCERY I,1044,0
3131,1916165,PRODUCE,2024,1
3132,1916208,GROCERY I,1026,0
3133,1916209,GROCERY I,1026,0
3134,1916577,BREAD/BAKERY,2702,1
3135,1916578,BREAD/BAKERY,2712,1
3136,1916579,BREAD/BAKERY,2712,1
3137,1917879,BEVERAGES,1114,0
3138,1918621,BEVERAGES,1146,0
3140,1919795,DAIRY,2116,1
3141,1919933,GROCERY I,1016,0
3142,1919935,GROCERY I,1016,0
3143,1919937,GROCERY I,1016,0
3144,1919977,GROCERY I,1016,0
3145,1920016,GROCERY I,1016,0
3146,1920035,GROCERY I,1016,0
3147,1920045,GROCERY I,1016,0
3148,1920046,GROCERY I,1016,0
3149,1920057,GROCERY I,1016,0
3150,1920059,GROCERY I,1016,0
3151,1920067,GROCERY I,1016,0
3152,1920069,GROCERY I,1016,0
3153,1920071,GROCERY I,1016,0
3154,1920072,GROCERY I,1016,0
3155,1920080,GROCERY I,1016,0
3156,1920084,GROCERY I,1016,0
3157,1920095,GROCERY I,1016,0
3158,1920096,GROCERY I,1016,0
3159,1920107,GROCERY I,1016,0
3160,1920117,GROCERY I,1016,0
3161,1920141,GROCERY I,1016,0
3162,1920145,GROCERY I,1016,0
3163,1920284,PERSONAL CARE,4114,0
3164,1920863,GROCERY I,1006,0
3166,1921769,DELI,2630,1
3168,1922657,PERSONAL CARE,4114,0
3169,1923218,GROCERY I,1034,0
3170,1924591,PERSONAL CARE,4126,0
3171,1924661,CLEANING,3018,0
3172,1924662,CLEANING,3018,0
3173,1926105,BEVERAGES,1148,0
3174,1926106,BEVERAGES,1148,0
3175,1926107,BEVERAGES,1148,0
3176,1926217,PRODUCE,2028,1
3177,1929795,GROCERY I,1016,0
3178,1929797,GROCERY I,1016,0
3179,1930065,GROCERY I,1028,0
3180,1930967,GROCERY I,1004,0
3181,1931046,PET SUPPLIES,6516,0
3182,1931047,PET SUPPLIES,6516,0
3183,1931079,PET SUPPLIES,6516,0
3184,1932491,BEVERAGES,1122,0
3185,1932492,BEVERAGES,1122,0
3186,1932493,BEVERAGES,1122,0
3187,1932980,BREAD/BAKERY,2708,1
3188,1933240,GROCERY I,1076,0
3190,1935459,PERSONAL CARE,4130,0
3191,1935465,BEAUTY,4212,0
3193,1936173,GROCERY I,1004,0
3194,1936510,GROCERY I,1074,0
3195,1936589,GROCERY I,1034,0
3196,1936629,GROCERY I,1034,0
3198,1936771,PRODUCE,2014,1
3199,1936931,BEVERAGES,1124,0
3200,1937039,BEVERAGES,1124,0
3201,1937083,BEVERAGES,1136,0
3202,1937350,GROCERY I,1002,0
3203,1937443,GROCERY I,1002,0
3204,1937454,BEVERAGES,1120,0
3205,1937608,GROCERY I,1034,0
3207,1937662,GROCERY I,1034,0
3208,1938021,PERSONAL CARE,4138,0
3210,1938600,BEVERAGES,1124,0
3211,1939144,HOME CARE,3106,0
3212,1939221,BEVERAGES,1124,0
3215,1939424,BEVERAGES,1144,0
3216,1939531,BEVERAGES,1144,0
3217,1940026,DELI,2632,1
3218,1940454,BREAD/BAKERY,2712,1
3219,1940466,BREAD/BAKERY,2702,1
3220,1942510,BEVERAGES,1122,0
3221,1943149,CLEANING,3032,0
3222,1943435,BEVERAGES,1114,0
3223,1943792,BEVERAGES,1114,0
3224,1944334,POULTRY,2420,1
3225,1944828,POULTRY,2416,1
3226,1944889,BEVERAGES,1114,0
3227,1944899,BEVERAGES,1118,0
3229,1945851,PRODUCE,2004,1
3230,1945991,PRODUCE,2004,1
3231,1946155,DELI,2650,1
3233,1946325,GROCERY I,1026,0
3234,1946668,GROCERY I,1016,0
3235,1948161,DELI,2650,1
3236,1948220,HOME AND KITCHEN II,6350,0
3238,1948372,"LIQUOR,WINE,BEER",1320,0
3239,1948448,BEVERAGES,1124,0
3240,1948483,BEVERAGES,1124,0
3241,1948550,DAIRY,2170,1
3242,1948632,GROCERY I,1012,0
3243,1949662,BEVERAGES,1122,0
3244,1949872,GROCERY I,1016,0
3245,1949898,GROCERY I,1026,0
3246,1950029,PRODUCE,2016,1
3247,1950170,BEVERAGES,1132,0
3248,1950263,GROCERY I,1030,0
3249,1950301,MAGAZINES,5222,0
3250,1950405,BEVERAGES,1114,0
3252,1950703,CLEANING,3030,0
3253,1950890,GROCERY I,1076,0
3254,1951039,BEVERAGES,1124,0
3255,1951042,BEVERAGES,1122,0
3256,1954510,GROCERY I,1072,0
3257,1954663,PRODUCE,2008,1
3258,1954748,HOME AND KITCHEN I,6269,0
3259,1954766,HOME AND KITCHEN I,6269,0
3260,1954771,GROCERY II,1236,0
3262,1956004,GROCERY I,1076,0
3264,1956354,HOME CARE,3106,0
3265,1956479,GROCERY I,1026,0
3266,1956622,GROCERY I,1018,0
3267,1957078,DAIRY,2108,1
3268,1957773,GROCERY I,1003,0
3269,1958166,BEVERAGES,1142,0
3270,1958171,BEVERAGES,1142,0
3271,1958175,BEVERAGES,1142,0
3272,1958177,BEVERAGES,1142,0
3273,1958179,BEVERAGES,1142,0
3274,1958181,BEVERAGES,1142,0
3275,1958185,BEVERAGES,1142,0
3276,1958186,BEVERAGES,1142,0
3277,1958187,BEVERAGES,1142,0
3278,1958189,BEVERAGES,1142,0
3279,1958191,BEVERAGES,1142,0
3280,1958193,BEVERAGES,1142,0
3281,1958200,BEVERAGES,1142,0
3282,1958201,BEVERAGES,1142,0
3283,1958202,BEVERAGES,1142,0
3284,1958210,BEVERAGES,1142,0
3285,1958216,BEVERAGES,1142,0
3286,1958217,BEVERAGES,1142,0
3287,1958218,BEVERAGES,1142,0
3288,1958219,BEVERAGES,1142,0
3289,1958223,BEVERAGES,1142,0
3290,1958226,BEVERAGES,1142,0
3291,1958231,BEVERAGES,1142,0
3292,1958238,BEVERAGES,1142,0
3293,1958245,BEVERAGES,1142,0
3294,1958249,BEVERAGES,1142,0
3295,1958252,BEVERAGES,1142,0
3296,1958262,GROCERY I,1042,0
3297,1958268,GROCERY I,1042,0
3298,1958713,BREAD/BAKERY,2718,1
3299,1959817,CLEANING,3040,0
3300,1960256,BEVERAGES,1114,0
3301,1960304,GROCERY I,1032,0
3302,1960591,PRODUCE,2074,1
3303,1960613,PRODUCE,2010,1
3304,1960691,PRODUCE,2026,1
3305,1960765,PRODUCE,2002,1
3306,1960806,PRODUCE,2026,1
3308,1960944,PRODUCE,2026,1
3309,1961065,PRODUCE,2020,1
3310,1961112,PRODUCE,2074,1
3311,1961161,PRODUCE,2026,1
3312,1961293,PRODUCE,2026,1
3313,1961595,GROCERY I,1016,0
3314,1961606,CLEANING,3018,0
3315,1962621,BEVERAGES,1124,0
3316,1962694,PERSONAL CARE,4104,0
3317,1962824,DAIRY,2156,1
3318,1963265,DAIRY,2174,1
3319,1963277,DAIRY,2174,1
3320,1963324,PLAYERS AND ELECTRONICS,5446,0
3321,1963330,PLAYERS AND ELECTRONICS,5446,0
3322,1963348,PLAYERS AND ELECTRONICS,5446,0
3323,1963363,PLAYERS AND ELECTRONICS,5446,0
3324,1963404,CELEBRATION,5308,0
3325,1963459,CELEBRATION,5308,0
3326,1963540,GROCERY I,1040,0
3327,1963561,CLEANING,3004,0
